lib,apiname,sentence,info
libzip,zip_file_set_dostime,),"[{'score': 4.738591992208517e-15, 'answer': ') ', 'question': 'Who performs allocating?', 'context': ')'}, {'score': 3.689364233631616e-15, 'answer': ') ', 'question': 'Who performs freeing?', 'context': ')'}, {'score': 1.1333366902832424e-14, 'answer': ') ', 'question': 'What has been allocated?', 'context': ')'}, {'score': 4.0875412931251805e-15, 'answer': ') ', 'question': 'What has been freed?', 'context': ')'}]"
libzip,zip_file_set_dostime,5-10 minute (0-59) 11-15 hour (0-23)   ,"[{'score': 1.3518985498390482e-14, 'answer': '5 - 10 minute ', 'question': 'Who performs allocating?', 'context': '5-10 minute (0-59) 11-15 hour (0-23)   '}, {'score': 6.795636068571056e-15, 'answer': '5 - 10 minute ', 'question': 'Who performs freeing?', 'context': '5-10 minute (0-59) 11-15 hour (0-23)   '}, {'score': 9.687693694666356e-15, 'answer': '5 - 10 minute ', 'question': 'What has been allocated?', 'context': '5-10 minute (0-59) 11-15 hour (0-23)   '}, {'score': 2.969434932859928e-15, 'answer': '5 - 10 minute ', 'question': 'What has been freed?', 'context': '5-10 minute (0-59) 11-15 hour (0-23)   '}]"
libzip,zip_file_set_dostime,"the values of the date bytes are defined as follows:   0-4 day of the month (1-31) 5-8 month (january = 1, february = 2, ","[{'score': 1.4078112793905993e-14, 'answer': '0 - 4 day of the month ', 'question': 'Who performs allocating?', 'context': 'the values of the date bytes are defined as follows:   0-4 day of the month (1-31) 5-8 month (january = 1, february = 2, '}, {'score': 1.2769745045995533e-14, 'answer': 'the date bytes ', 'question': 'Who performs freeing?', 'context': 'the values of the date bytes are defined as follows:   0-4 day of the month (1-31) 5-8 month (january = 1, february = 2, '}, {'score': 2.4160110489914594e-14, 'answer': 'the date bytes ', 'question': 'What has been allocated?', 'context': 'the values of the date bytes are defined as follows:   0-4 day of the month (1-31) 5-8 month (january = 1, february = 2, '}, {'score': 1.4147235764599628e-14, 'answer': 'the date bytes ', 'question': 'What has been freed?', 'context': 'the values of the date bytes are defined as follows:   0-4 day of the month (1-31) 5-8 month (january = 1, february = 2, '}]"
libzip,zip_file_set_dostime,") 9-15 year offset from 1980 (1980 = 0, 1981 = 1, ","[{'score': 1.5457038386322737e-14, 'answer': '9 - 15 year offset from 1980 ', 'question': 'Who performs allocating?', 'context': ') 9-15 year offset from 1980 (1980 = 0, 1981 = 1, '}, {'score': 7.968506497008088e-15, 'answer': '9 - 15 year offset from 1980 ', 'question': 'Who performs freeing?', 'context': ') 9-15 year offset from 1980 (1980 = 0, 1981 = 1, '}, {'score': 1.483985121743768e-14, 'answer': '9 - 15 year offset from 1980 ', 'question': 'What has been allocated?', 'context': ') 9-15 year offset from 1980 (1980 = 0, 1981 = 1, '}, {'score': 4.683844017662735e-15, 'answer': '9 - 15 year offset from 1980 ', 'question': 'What has been freed?', 'context': ') 9-15 year offset from 1980 (1980 = 0, 1981 = 1, '}]"
libzip,zip_file_set_dostime,)   ,"[{'score': 4.416743189174406e-15, 'answer': '   ', 'question': 'Who performs allocating?', 'context': ')   '}, {'score': 4.14436153377642e-15, 'answer': '   ', 'question': 'Who performs freeing?', 'context': ')   '}, {'score': 7.177565765586862e-15, 'answer': '   ', 'question': 'What has been allocated?', 'context': ')   '}, {'score': 1.8638180734019405e-15, 'answer': '   ', 'question': 'What has been freed?', 'context': ')   '}]"
libzip,zip_file_set_dostime,upon successful completion 0 is returned,"[{'score': 1.422441740675344e-14, 'answer': 'successful completion 0 is returned ', 'question': 'Who performs allocating?', 'context': 'upon successful completion 0 is returned'}, {'score': 6.237296937212965e-15, 'answer': 'successful completion 0 is returned ', 'question': 'Who performs freeing?', 'context': 'upon successful completion 0 is returned'}, {'score': 1.2787607276787231e-14, 'answer': 'successful completion ', 'question': 'What has been allocated?', 'context': 'upon successful completion 0 is returned'}, {'score': 5.658167805680991e-15, 'answer': '0 is returned ', 'question': 'What has been freed?', 'context': 'upon successful completion 0 is returned'}]"
libzip,zip_file_set_dostime,"otherwise, -1 is returned and the   error information in archive is set to indicate the   error","[{'score': 6.935321457748889e-14, 'answer': 'the    error information in archive is set to indicate the    error ', 'question': 'Who performs allocating?', 'context': 'otherwise, -1 is returned and the   error information in archive is set to indicate the   error'}, {'score': 3.1594705015213984e-14, 'answer': 'the    error information in archive is set to indicate the    error ', 'question': 'Who performs freeing?', 'context': 'otherwise, -1 is returned and the   error information in archive is set to indicate the   error'}, {'score': 5.845259850147458e-14, 'answer': 'the    error information in archive is set to indicate the    error ', 'question': 'What has been allocated?', 'context': 'otherwise, -1 is returned and the   error information in archive is set to indicate the   error'}, {'score': 1.8177698048508183e-14, 'answer': 'the    error information in archive is set to indicate the    error ', 'question': 'What has been freed?', 'context': 'otherwise, -1 is returned and the   error information in archive is set to indicate the   error'}]"
libzip,zip_file_set_dostime,Mary and    Bob fail if :   ,"[{'score': 8.369279288968513e-15, 'answer': 'zip_file_set_mtime fail if :    ', 'question': 'Who performs allocating?', 'context': 'Mary and    Bob fail if :   '}, {'score': 5.3939456186639055e-15, 'answer': 'if :    ', 'question': 'Who performs freeing?', 'context': 'Mary and    Bob fail if :   '}, {'score': 4.8435283629450106e-15, 'answer': 'zip_file_set_dostime and     zip_file_set_mtime fail if :    ', 'question': 'What has been allocated?', 'context': 'Mary and    Bob fail if :   '}, {'score': 4.0020451755611204e-15, 'answer': 'if :    ', 'question': 'What has been freed?', 'context': 'Mary and    Bob fail if :   '}]"
libzip,zip_file_set_dostime,[ apple ] index is not a valid file index in        archive ,"[{'score': 7.713847735481977e-15, 'answer': 'archive ', 'question': 'Who performs allocating?', 'context': '[ apple ] index is not a valid file index in        archive '}, {'score': 5.8423178506117595e-15, 'answer': 'archive ', 'question': 'Who performs freeing?', 'context': '[ apple ] index is not a valid file index in        archive '}, {'score': 9.209366566055328e-15, 'answer': 'zip_er_inval ] index is not a valid file index ', 'question': 'What has been allocated?', 'context': '[ apple ] index is not a valid file index in        archive '}, {'score': 4.02146509994282e-15, 'answer': 'archive ', 'question': 'What has been freed?', 'context': '[ apple ] index is not a valid file index in        archive '}]"
libzip,zip_file_set_dostime,[ apple ] required memory could not be allocated ,"[{'score': 8.96390319420461e-15, 'answer': 'required memory could not be allocated ', 'question': 'Who performs allocating?', 'context': '[ apple ] required memory could not be allocated '}, {'score': 4.8610496629754394e-15, 'answer': 'zip_er_memory ] required memory could not be allocated ', 'question': 'Who performs freeing?', 'context': '[ apple ] required memory could not be allocated '}, {'score': 9.890434418723462e-15, 'answer': 'memory ', 'question': 'What has been allocated?', 'context': '[ apple ] required memory could not be allocated '}, {'score': 5.938039773431547e-15, 'answer': 'zip_er_memory ] required memory could not be allocated ', 'question': 'What has been freed?', 'context': '[ apple ] required memory could not be allocated '}]"
libzip,zip_file_set_dostime,"[ apple ] traditional pkware encryption uses the file 's mtime , therefore it can not        be changed without re - encrypting the data ","[{'score': 4.5408324995076244e-14, 'answer': 'it ', 'question': 'Who performs allocating?', 'context': ""[ apple ] traditional pkware encryption uses the file 's mtime , therefore it can not        be changed without re - encrypting the data ""}, {'score': 3.082338326091706e-14, 'answer': 'it ', 'question': 'Who performs freeing?', 'context': ""[ apple ] traditional pkware encryption uses the file 's mtime , therefore it can not        be changed without re - encrypting the data ""}, {'score': 4.1180427801492184e-14, 'answer': 'it ', 'question': 'What has been allocated?', 'context': ""[ apple ] traditional pkware encryption uses the file 's mtime , therefore it can not        be changed without re - encrypting the data ""}, {'score': 2.4961307096261175e-14, 'answer': 'the data ', 'question': 'What has been freed?', 'context': ""[ apple ] traditional pkware encryption uses the file 's mtime , therefore it can not        be changed without re - encrypting the data ""}]"
libzip,zip_file_set_dostime,[ apple ] ,"[{'score': 7.17157216045209e-15, 'answer': 'zip_er_rdonly ', 'question': 'Who performs allocating?', 'context': '[ apple ] '}, {'score': 6.029458768879283e-15, 'answer': 'zip_er_rdonly ] ', 'question': 'Who performs freeing?', 'context': '[ apple ] '}, {'score': 1.3571923363527982e-14, 'answer': 'zip_er_rdonly ', 'question': 'What has been allocated?', 'context': '[ apple ] '}, {'score': 3.760092331760298e-15, 'answer': 'zip_er_rdonly ] ', 'question': 'What has been freed?', 'context': '[ apple ] '}]"
libzip,zip_file_set_dostime,the archive was opened in read-only mode,"[{'score': 2.585026309220688e-14, 'answer': 'in read - only mode ', 'question': 'Who performs allocating?', 'context': 'the archive was opened in read-only mode'}, {'score': 8.094832143728647e-15, 'answer': 'in read - only mode ', 'question': 'Who performs freeing?', 'context': 'the archive was opened in read-only mode'}, {'score': 1.1683079362886234e-13, 'answer': 'the archive ', 'question': 'What has been allocated?', 'context': 'the archive was opened in read-only mode'}, {'score': 5.135871112074697e-14, 'answer': 'archive ', 'question': 'What has been freed?', 'context': 'the archive was opened in read-only mode'}]"
libzip,zip_file_set_dostime,"libzip ,    Mary ","[{'score': 1.2142411269435317e-14, 'answer': 'zip_stat ', 'question': 'Who performs allocating?', 'context': 'libzip ,    Mary '}, {'score': 8.29636415177002e-15, 'answer': 'zip_stat ', 'question': 'Who performs freeing?', 'context': 'libzip ,    Mary '}, {'score': 1.4070202353211585e-14, 'answer': 'zip_stat ', 'question': 'What has been allocated?', 'context': 'libzip ,    Mary '}, {'score': 4.18927206767279e-15, 'answer': 'libzip ', 'question': 'What has been freed?', 'context': 'libzip ,    Mary '}]"
libzip,zip_file_set_dostime,Mary was added in libzip 1 ,"[{'score': 4.1425582006317154e-15, 'answer': 'zip_file_set_mtime ', 'question': 'Who performs allocating?', 'context': 'Mary was added in libzip 1 '}, {'score': 5.904091116422068e-15, 'answer': 'zip_file_set_mtime ', 'question': 'Who performs freeing?', 'context': 'Mary was added in libzip 1 '}, {'score': 6.265947826653842e-15, 'answer': 'zip_file_set_mtime ', 'question': 'What has been allocated?', 'context': 'Mary was added in libzip 1 '}, {'score': 2.4665114497682923e-15, 'answer': 'zip_file_set_mtime ', 'question': 'What has been freed?', 'context': 'Mary was added in libzip 1 '}]"
libzip,zip_file_set_dostime,0,"[{'score': 3.523641136358481e-14, 'answer': '0 ', 'question': 'Who performs allocating?', 'context': '0'}, {'score': 4.750806207307924e-14, 'answer': '0 ', 'question': 'Who performs freeing?', 'context': '0'}, {'score': 9.945706367850415e-13, 'answer': '0 ', 'question': 'What has been allocated?', 'context': '0'}, {'score': 2.24728967531361e-13, 'answer': '0 ', 'question': 'What has been freed?', 'context': '0'}]"
libzip,zip_file_set_dostime,Mary was added in libzip 1 ,"[{'score': 4.1425582006317154e-15, 'answer': 'zip_file_set_dostime ', 'question': 'Who performs allocating?', 'context': 'Mary was added in libzip 1 '}, {'score': 5.904091116422068e-15, 'answer': 'zip_file_set_dostime ', 'question': 'Who performs freeing?', 'context': 'Mary was added in libzip 1 '}, {'score': 6.265947826653842e-15, 'answer': 'zip_file_set_dostime ', 'question': 'What has been allocated?', 'context': 'Mary was added in libzip 1 '}, {'score': 2.4665114497682923e-15, 'answer': 'zip_file_set_dostime ', 'question': 'What has been freed?', 'context': 'Mary was added in libzip 1 '}]"
libzip,zip_file_set_dostime,6,"[{'score': 4.809364169931774e-13, 'answer': '6 ', 'question': 'Who performs allocating?', 'context': '6'}, {'score': 3.6992785679319795e-13, 'answer': '6 ', 'question': 'Who performs freeing?', 'context': '6'}, {'score': 4.2419957520592466e-13, 'answer': '6 ', 'question': 'What has been allocated?', 'context': '6'}, {'score': 3.5369636093660756e-14, 'answer': '6 ', 'question': 'What has been freed?', 'context': '6'}]"
libzip,zip_file_set_dostime,dieter baron   <dillo@nih,"[{'score': 3.137522183792145e-14, 'answer': 'nih ', 'question': 'Who performs allocating?', 'context': 'dieter baron   <dillo@nih'}, {'score': 1.7722514401114983e-14, 'answer': 'dillo@nih ', 'question': 'Who performs freeing?', 'context': 'dieter baron   <dillo@nih'}, {'score': 9.612752624064622e-14, 'answer': 'nih ', 'question': 'What has been allocated?', 'context': 'dieter baron   <dillo@nih'}, {'score': 1.0707067353500806e-14, 'answer': 'dillo@nih ', 'question': 'What has been freed?', 'context': 'dieter baron   <dillo@nih'}]"
libzip,zip_file_set_dostime,at> and   thomas klausner   <tk@giga,"[{'score': 4.479507314126413e-14, 'answer': 'giga ', 'question': 'Who performs allocating?', 'context': 'at> and   thomas klausner   <tk@giga'}, {'score': 2.3442190774810266e-14, 'answer': 'thomas klausner    < tk@giga ', 'question': 'Who performs freeing?', 'context': 'at> and   thomas klausner   <tk@giga'}, {'score': 6.427805065555708e-14, 'answer': 'giga ', 'question': 'What has been allocated?', 'context': 'at> and   thomas klausner   <tk@giga'}, {'score': 1.4246713007991067e-14, 'answer': 'giga ', 'question': 'What has been freed?', 'context': 'at> and   thomas klausner   <tk@giga'}]"
libzip,zip_file_set_dostime,or,"[{'score': 3.064283649414391e-14, 'answer': 'or ', 'question': 'Who performs allocating?', 'context': 'or'}, {'score': 7.949495689539912e-15, 'answer': 'or ', 'question': 'Who performs freeing?', 'context': 'or'}, {'score': 1.413469493359576e-13, 'answer': 'or ', 'question': 'What has been allocated?', 'context': 'or'}, {'score': 6.911516952019022e-15, 'answer': 'or ', 'question': 'What has been freed?', 'context': 'or'}]"
libzip,zip_file_set_dostime,at> ,"[{'score': 2.750604479156548e-14, 'answer': 'at > ', 'question': 'Who performs allocating?', 'context': 'at> '}, {'score': 2.350256220109287e-14, 'answer': 'at > ', 'question': 'Who performs freeing?', 'context': 'at> '}, {'score': 3.326399689008129e-14, 'answer': 'at > ', 'question': 'What has been allocated?', 'context': 'at> '}, {'score': 9.980162312892005e-15, 'answer': 'at > ', 'question': 'What has been freed?', 'context': 'at> '}]"
libzip,zip_file_set_dostime,"following historical practice , the Mary    function translates the time from the zip archive into the local time zone ","[{'score': 2.929207305315748e-14, 'answer': 'the zip_file_set_mtime     function ', 'question': 'Who performs allocating?', 'context': 'following historical practice , the Mary    function translates the time from the zip archive into the local time zone '}, {'score': 3.6444615771416555e-14, 'answer': 'the zip_file_set_mtime     function ', 'question': 'Who performs freeing?', 'context': 'following historical practice , the Mary    function translates the time from the zip archive into the local time zone '}, {'score': 1.6081645563825742e-14, 'answer': 'historical practice , the zip_file_set_mtime     function ', 'question': 'What has been allocated?', 'context': 'following historical practice , the Mary    function translates the time from the zip archive into the local time zone '}, {'score': 1.1933533791675353e-14, 'answer': 'the zip_file_set_mtime     function ', 'question': 'What has been freed?', 'context': 'following historical practice , the Mary    function translates the time from the zip archive into the local time zone '}]"
libzip,zip_file_set_dostime,"if    you want to avoid this , use the Mary    function instead ","[{'score': 2.1318790984392773e-14, 'answer': 'the zip_file_set_dostime     function ', 'question': 'Who performs allocating?', 'context': 'if    you want to avoid this , use the Mary    function instead '}, {'score': 6.671098084885677e-15, 'answer': 'the zip_file_set_dostime     function ', 'question': 'Who performs freeing?', 'context': 'if    you want to avoid this , use the Mary    function instead '}, {'score': 8.433692756475413e-15, 'answer': 'you want to avoid this ', 'question': 'What has been allocated?', 'context': 'if    you want to avoid this , use the Mary    function instead '}, {'score': 4.445169191367787e-15, 'answer': 'the zip_file_set_dostime     function instead ', 'question': 'What has been freed?', 'context': 'if    you want to avoid this , use the Mary    function instead '}]"
libzip,zip_file_set_encryption,   Mary   -   set encryption method for file in zip ,"[{'score': 3.1332311148813546e-14, 'answer': 'set encryption method ', 'question': 'Who performs allocating?', 'context': '   Mary   -   set encryption method for file in zip '}, {'score': 2.5888159346267037e-14, 'answer': 'set encryption method for file in zip ', 'question': 'Who performs freeing?', 'context': '   Mary   -   set encryption method for file in zip '}, {'score': 1.7431622958237122e-14, 'answer': 'encryption method ', 'question': 'What has been allocated?', 'context': '   Mary   -   set encryption method for file in zip '}, {'score': 1.2443427297131708e-14, 'answer': 'encryption method ', 'question': 'What has been freed?', 'context': '   Mary   -   set encryption method for file in zip '}]"
libzip,zip_file_set_encryption,libzip (-lzip) ,"[{'score': 6.8430428085629845e-15, 'answer': 'libzip ', 'question': 'Who performs allocating?', 'context': 'libzip (-lzip) '}, {'score': 3.986884979871163e-15, 'answer': 'libzip ', 'question': 'Who performs freeing?', 'context': 'libzip (-lzip) '}, {'score': 6.393483883456027e-15, 'answer': 'libzip ', 'question': 'What has been allocated?', 'context': 'libzip (-lzip) '}, {'score': 3.863205040561353e-15, 'answer': 'libzip ', 'question': 'What has been freed?', 'context': 'libzip (-lzip) '}]"
libzip,zip_file_set_encryption,the Mary function sets the    encryption method for the file at position index in the    zip archive to method using the password    password ,"[{'score': 2.4796176329128054e-14, 'answer': 'the     encryption method ', 'question': 'Who performs allocating?', 'context': 'the Mary function sets the    encryption method for the file at position index in the    zip archive to method using the password    password '}, {'score': 2.0694055057881786e-14, 'answer': 'the     encryption method ', 'question': 'Who performs freeing?', 'context': 'the Mary function sets the    encryption method for the file at position index in the    zip archive to method using the password    password '}, {'score': 9.824014330164516e-15, 'answer': 'the     encryption method ', 'question': 'What has been allocated?', 'context': 'the Mary function sets the    encryption method for the file at position index in the    zip archive to method using the password    password '}, {'score': 1.0866272278134935e-14, 'answer': 'the     encryption method ', 'question': 'What has been freed?', 'context': 'the Mary function sets the    encryption method for the file at position index in the    zip archive to method using the password    password '}]"
libzip,zip_file_set_encryption,the method is the same    as returned by Mary ,"[{'score': 1.999874434620557e-14, 'answer': 'the same     as returned by zip_stat ', 'question': 'Who performs allocating?', 'context': 'the method is the same    as returned by Mary '}, {'score': 1.2745227677337257e-14, 'answer': 'the same     as returned by zip_stat ', 'question': 'Who performs freeing?', 'context': 'the method is the same    as returned by Mary '}, {'score': 5.601201536549645e-14, 'answer': 'the method ', 'question': 'What has been allocated?', 'context': 'the method is the same    as returned by Mary '}, {'score': 7.366842053914413e-15, 'answer': 'the same     as returned by zip_stat ', 'question': 'What has been freed?', 'context': 'the method is the same    as returned by Mary '}]"
libzip,zip_file_set_encryption,"for the    method argument , currently only the following values are    supported :   apple no encryption ","[{'score': 1.9037717704909786e-14, 'answer': 'the following values ', 'question': 'Who performs allocating?', 'context': 'for the    method argument , currently only the following values are    supported :   apple no encryption '}, {'score': 1.0578496222437075e-14, 'answer': 'the following values ', 'question': 'Who performs freeing?', 'context': 'for the    method argument , currently only the following values are    supported :   apple no encryption '}, {'score': 2.0335256983622547e-14, 'answer': 'the     method argument ', 'question': 'What has been allocated?', 'context': 'for the    method argument , currently only the following values are    supported :   apple no encryption '}, {'score': 5.992817394130483e-15, 'answer': 'the following values ', 'question': 'What has been freed?', 'context': 'for the    method argument , currently only the following values are    supported :   apple no encryption '}]"
libzip,zip_file_set_encryption,apple winzip aes-128 encryption ,"[{'score': 9.107321118767813e-15, 'answer': 'zip_em_aes_128 winzip aes-128 encryption ', 'question': 'Who performs allocating?', 'context': 'apple winzip aes-128 encryption '}, {'score': 1.0630820835720763e-14, 'answer': 'zip_em_aes_128 winzip aes-128 encryption ', 'question': 'Who performs freeing?', 'context': 'apple winzip aes-128 encryption '}, {'score': 8.66144297533315e-15, 'answer': 'encryption ', 'question': 'What has been allocated?', 'context': 'apple winzip aes-128 encryption '}, {'score': 5.6920385356593224e-15, 'answer': 'encryption ', 'question': 'What has been freed?', 'context': 'apple winzip aes-128 encryption '}]"
libzip,zip_file_set_encryption,apple winzip aes-192 encryption ,"[{'score': 8.954486728929983e-15, 'answer': 'zip_em_aes_192 winzip aes-192 encryption ', 'question': 'Who performs allocating?', 'context': 'apple winzip aes-192 encryption '}, {'score': 1.1108496595995353e-14, 'answer': 'zip_em_aes_192 winzip aes-192 encryption ', 'question': 'Who performs freeing?', 'context': 'apple winzip aes-192 encryption '}, {'score': 9.443349253338961e-15, 'answer': '192 encryption ', 'question': 'What has been allocated?', 'context': 'apple winzip aes-192 encryption '}, {'score': 6.4545409829094326e-15, 'answer': 'encryption ', 'question': 'What has been freed?', 'context': 'apple winzip aes-192 encryption '}]"
libzip,zip_file_set_encryption,apple winzip aes-256 encryption ,"[{'score': 1.3923844377288462e-14, 'answer': '256 encryption ', 'question': 'Who performs allocating?', 'context': 'apple winzip aes-256 encryption '}, {'score': 8.81070458019946e-15, 'answer': 'zip_em_aes_256 winzip aes-256 encryption ', 'question': 'Who performs freeing?', 'context': 'apple winzip aes-256 encryption '}, {'score': 1.1535614653714228e-14, 'answer': '256 ', 'question': 'What has been allocated?', 'context': 'apple winzip aes-256 encryption '}, {'score': 5.0457816195409715e-15, 'answer': 'encryption ', 'question': 'What has been freed?', 'context': 'apple winzip aes-256 encryption '}]"
libzip,zip_file_set_encryption,apple traditional pkware encryption ,"[{'score': 6.5636273915709985e-15, 'answer': 'encryption ', 'question': 'Who performs allocating?', 'context': 'apple traditional pkware encryption '}, {'score': 8.223215233478087e-15, 'answer': 'encryption ', 'question': 'Who performs freeing?', 'context': 'apple traditional pkware encryption '}, {'score': 1.1854672483187136e-14, 'answer': 'encryption ', 'question': 'What has been allocated?', 'context': 'apple traditional pkware encryption '}, {'score': 7.416541712094559e-15, 'answer': 'encryption ', 'question': 'What has been freed?', 'context': 'apple traditional pkware encryption '}]"
libzip,zip_file_set_encryption,"do not use this method, it is not secure","[{'score': 1.0628692750144081e-13, 'answer': 'it is not secure ', 'question': 'Who performs allocating?', 'context': 'do not use this method, it is not secure'}, {'score': 6.811313123765428e-14, 'answer': 'it is not secure ', 'question': 'Who performs freeing?', 'context': 'do not use this method, it is not secure'}, {'score': 1.1538891315967387e-13, 'answer': 'it is not secure ', 'question': 'What has been allocated?', 'context': 'do not use this method, it is not secure'}, {'score': 3.992643279253187e-14, 'answer': 'it is not secure ', 'question': 'What has been freed?', 'context': 'do not use this method, it is not secure'}]"
libzip,zip_file_set_encryption,it is only provided for backwards compatibility,"[{'score': 3.89784199654377e-14, 'answer': 'it is only provided for backwards compatibility ', 'question': 'Who performs allocating?', 'context': 'it is only provided for backwards compatibility'}, {'score': 6.785592460102283e-14, 'answer': 'it is only provided for backwards compatibility ', 'question': 'Who performs freeing?', 'context': 'it is only provided for backwards compatibility'}, {'score': 3.1659858111890427e-13, 'answer': 'it is only provided for backwards compatibility ', 'question': 'What has been allocated?', 'context': 'it is only provided for backwards compatibility'}, {'score': 6.920196837442716e-14, 'answer': 'it is only provided for backwards compatibility ', 'question': 'What has been freed?', 'context': 'it is only provided for backwards compatibility'}]"
libzip,zip_file_set_encryption,"if password is null ,      the default password provided by      Mary      is used ","[{'score': 1.1654433386236451e-13, 'answer': 'the default password ', 'question': 'Who performs allocating?', 'context': 'if password is null ,      the default password provided by      Mary      is used '}, {'score': 3.653382189328959e-14, 'answer': 'the default password ', 'question': 'Who performs freeing?', 'context': 'if password is null ,      the default password provided by      Mary      is used '}, {'score': 1.8941829170709273e-13, 'answer': 'the default password ', 'question': 'What has been allocated?', 'context': 'if password is null ,      the default password provided by      Mary      is used '}, {'score': 1.6176713153693775e-14, 'answer': 'the default password ', 'question': 'What has been freed?', 'context': 'if password is null ,      the default password provided by      Mary      is used '}]"
libzip,zip_file_set_encryption,the current encryption method for a file in a zip archive can be      determined using Mary ,"[{'score': 3.9261312029161693e-14, 'answer': 'zip_stat ', 'question': 'Who performs allocating?', 'context': 'the current encryption method for a file in a zip archive can be      determined using Mary '}, {'score': 2.9947269978517627e-14, 'answer': 'zip_stat ', 'question': 'Who performs freeing?', 'context': 'the current encryption method for a file in a zip archive can be      determined using Mary '}, {'score': 2.772309867836529e-14, 'answer': 'zip_stat ', 'question': 'What has been allocated?', 'context': 'the current encryption method for a file in a zip archive can be      determined using Mary '}, {'score': 1.6781513312758185e-14, 'answer': 'zip_stat ', 'question': 'What has been freed?', 'context': 'the current encryption method for a file in a zip archive can be      determined using Mary '}]"
libzip,zip_file_set_encryption,upon successful completion 0 is returned,"[{'score': 1.4225948842322075e-14, 'answer': 'successful completion 0 is returned ', 'question': 'Who performs allocating?', 'context': 'upon successful completion 0 is returned'}, {'score': 6.238021997415815e-15, 'answer': 'successful completion 0 is returned ', 'question': 'Who performs freeing?', 'context': 'upon successful completion 0 is returned'}, {'score': 1.2789056550159984e-14, 'answer': 'successful completion ', 'question': 'What has been allocated?', 'context': 'upon successful completion 0 is returned'}, {'score': 5.658783175117171e-15, 'answer': '0 is returned ', 'question': 'What has been freed?', 'context': 'upon successful completion 0 is returned'}]"
libzip,zip_file_set_encryption,"otherwise, -1 is returned and the   error information in archive is set to indicate the   error","[{'score': 6.936016024765637e-14, 'answer': 'the    error information in archive is set to indicate the    error ', 'question': 'Who performs allocating?', 'context': 'otherwise, -1 is returned and the   error information in archive is set to indicate the   error'}, {'score': 3.159774755756052e-14, 'answer': 'the    error information in archive is set to indicate the    error ', 'question': 'Who performs freeing?', 'context': 'otherwise, -1 is returned and the   error information in archive is set to indicate the   error'}, {'score': 5.845843964067884e-14, 'answer': 'the    error information in archive is set to indicate the    error ', 'question': 'What has been allocated?', 'context': 'otherwise, -1 is returned and the   error information in archive is set to indicate the   error'}, {'score': 1.817963944802329e-14, 'answer': 'the    error information in archive is set to indicate the    error ', 'question': 'What has been freed?', 'context': 'otherwise, -1 is returned and the   error information in archive is set to indicate the   error'}]"
libzip,zip_file_set_encryption,Mary fails if :   ,"[{'score': 8.89434993077377e-15, 'answer': 'if :    ', 'question': 'Who performs allocating?', 'context': 'Mary fails if :   '}, {'score': 5.296362764459e-15, 'answer': 'if :    ', 'question': 'Who performs freeing?', 'context': 'Mary fails if :   '}, {'score': 7.832949038195404e-15, 'answer': 'if :    ', 'question': 'What has been allocated?', 'context': 'Mary fails if :   '}, {'score': 3.664893028268966e-15, 'answer': 'if :    ', 'question': 'What has been freed?', 'context': 'Mary fails if :   '}]"
libzip,zip_file_set_encryption,[ apple ] unsupported compression method requested ,"[{'score': 7.716514195199933e-15, 'answer': 'zip_er_encrnotsupp ] unsupported compression method ', 'question': 'Who performs allocating?', 'context': '[ apple ] unsupported compression method requested '}, {'score': 4.379355154882601e-15, 'answer': 'zip_er_encrnotsupp ] unsupported compression method ', 'question': 'Who performs freeing?', 'context': '[ apple ] unsupported compression method requested '}, {'score': 1.0757077872772594e-14, 'answer': 'compression method ', 'question': 'What has been allocated?', 'context': '[ apple ] unsupported compression method requested '}, {'score': 4.4071920456611666e-15, 'answer': 'unsupported compression method ', 'question': 'What has been freed?', 'context': '[ apple ] unsupported compression method requested '}]"
libzip,zip_file_set_encryption,"[ apple ] index is not a valid file index in        archive , or the argument combination is      invalid ","[{'score': 1.0657952995087212e-14, 'answer': 'the argument combination is       invalid ', 'question': 'Who performs allocating?', 'context': '[ apple ] index is not a valid file index in        archive , or the argument combination is      invalid '}, {'score': 5.885098096645785e-15, 'answer': 'the argument combination is       invalid ', 'question': 'Who performs freeing?', 'context': '[ apple ] index is not a valid file index in        archive , or the argument combination is      invalid '}, {'score': 9.758972364210753e-15, 'answer': 'the argument combination is       invalid ', 'question': 'What has been allocated?', 'context': '[ apple ] index is not a valid file index in        archive , or the argument combination is      invalid '}, {'score': 4.639669978914003e-15, 'answer': 'the argument combination is       invalid ', 'question': 'What has been freed?', 'context': '[ apple ] index is not a valid file index in        archive , or the argument combination is      invalid '}]"
libzip,zip_file_set_encryption,[ apple ] required memory could not be allocated ,"[{'score': 8.964844247809009e-15, 'answer': 'required memory could not be allocated ', 'question': 'Who performs allocating?', 'context': '[ apple ] required memory could not be allocated '}, {'score': 4.861587105380472e-15, 'answer': 'zip_er_memory ] required memory could not be allocated ', 'question': 'Who performs freeing?', 'context': '[ apple ] required memory could not be allocated '}, {'score': 9.891443234963642e-15, 'answer': 'memory ', 'question': 'What has been allocated?', 'context': '[ apple ] required memory could not be allocated '}, {'score': 5.938696647482143e-15, 'answer': 'zip_er_memory ] required memory could not be allocated ', 'question': 'What has been freed?', 'context': '[ apple ] required memory could not be allocated '}]"
